GENA,ORTST,PLZ,BRW,BRWZNR,layer_id,gena_filter
Hilden, ,40723,640,3048,2,Hilden
Hilden, ,40723,640,3049,2,Hilden
Hilden, ,40721,530,3050,2,Hilden
Hilden, ,40721,530,3051,2,Hilden
Hilden, ,40724,580,3052,2,Hilden
Hilden, ,40724,540,3053,2,Hilden
Hilden, ,40724,540,3054,2,Hilden
Hilden, ,40724,580,3055,2,Hilden
Hilden, ,40724,580,3057,2,Hilden
Hilden, ,40724,550,3058,2,Hilden
Hilden, ,40724,580,3060,2,Hilden
Hilden, ,40724,580,3061,2,Hilden
Hilden, ,40724,520,3062,2,Hilden
Hilden, ,40724,530,3063,2,Hilden
Hilden, ,40721,420,3901,2,Hilden
Hilden, ,40721,590,3002,5,Hilden
Hilden, ,40721,610,3004,5,Hilden
Hilden, ,40724,590,3006,5,Hilden
Hilden, ,40724,620,3007,5,Hilden
Hilden, ,40724,630,3011,5,Hilden
Hilden, ,40721,610,3014,5,Hilden
Hilden, ,40724,630,3015,5,Hilden
Hilden, ,40724,610,3023,5,Hilden
Hilden, ,40724,660,3024,5,Hilden
Hilden, ,40721,800,3025,5,Hilden
Hilden, ,40721,600,3026,5,Hilden
Hilden, ,40721,570,3027,5,Hilden
Hilden, ,40721,650,3028,5,Hilden
Hilden, ,40721,880,3029,5,Hilden
Hilden, ,40723,620,3032,5,Hilden
Hilden, ,40723,610,3033,5,Hilden
Hilden, ,40723,610,3036,5,Hilden
Hilden, ,40723,620,3046,5,Hilden
Hilden, ,40724,580,3056,5,Hilden
Hilden, ,40724,580,3059,5,Hilden
Hilden, ,40724,450,3902,5,Hilden
Hilden, ,40721,690,3903,5,Hilden
Hilden, ,40721,600,3904,5,Hilden
Hilden, ,40721,810,3905,5,Hilden
Hilden, ,40721,590,3906,5,Hilden
Hilden, ,40721,1060,3907,5,Hilden
Hilden, ,40721,1250,3908,5,Hilden
Hilden, ,40721,1060,3909,5,Hilden
Hilden, ,40721,880,3910,5,Hilden
Hilden, ,40721,990,3911,5,Hilden
Hilden, ,40721,770,3912,5,Hilden
Hilden, ,40721,600,3913,5,Hilden
Hilden, ,40721,600,3914,5,Hilden
Hilden, ,40721,810,3915,5,Hilden
Hilden, ,40721,600,3916,5,Hilden
Hilden, ,40721,560,3917,5,Hilden
Hilden, ,40721,640,3918,5,Hilden
Erkrath, ,40699,480,6001,2,Erkrath
Erkrath, ,40699,470,6002,2,Erkrath
Erkrath, ,40699,470,6005,2,Erkrath
Erkrath, ,40699,460,6007,2,Erkrath
Erkrath, ,40699,500,6008,2,Erkrath
Erkrath, ,40699,460,6012,2,Erkrath
Erkrath, ,40699,460,6013,2,Erkrath
Erkrath, ,40699,460,6014,2,Erkrath
Erkrath, ,40699,450,6016,2,Erkrath
Erkrath, ,40699,480,6017,2,Erkrath
Erkrath, ,40699,470,6018,2,Erkrath
Erkrath, ,40699,460,6019,2,Erkrath
Erkrath, ,40699,470,6021,2,Erkrath
Erkrath, ,40699,480,6022,2,Erkrath
Erkrath, ,40699,480,6024,2,Erkrath
Erkrath, ,40699,470,6026,2,Erkrath
Erkrath, ,40699,470,6027,2,Erkrath
Erkrath, ,40699,470,6028,2,Erkrath
Erkrath, ,40699,470,6029,2,Erkrath
Erkrath, ,40699,460,6030,2,Erkrath
Erkrath, ,40699,460,6031,2,Erkrath
Erkrath, ,40699,460,6032,2,Erkrath
Erkrath, ,40699,470,6033,2,Erkrath
Erkrath, ,40699,480,6034,2,Erkrath
Erkrath, ,40699,470,6035,2,Erkrath
Erkrath, ,40699,510,6038,2,Erkrath
Erkrath, ,40699,470,6039,2,Erkrath
Erkrath, ,40699,470,6040,2,Erkrath
Erkrath, ,40699,470,6041,2,Erkrath
Erkrath, ,40699,470,6042,2,Erkrath
Erkrath, ,40699,500,6044,2,Erkrath
Erkrath, ,40699,500,6045,2,Erkrath
Erkrath, ,40699,490,6049,2,Erkrath
Erkrath, ,40699,490,6051,2,Erkrath
Erkrath, ,40699,480,6053,2,Erkrath
Erkrath, ,40699,480,6054,2,Erkrath
Erkrath, ,40699,500,6056,2,Erkrath
Erkrath, ,40699,480,6057,2,Erkrath
Erkrath, ,40699,470,6058,2,Erkrath
Erkrath, ,40699,480,6059,2,Erkrath
Erkrath, ,40699,470,6061,2,Erkrath
Erkrath, ,40699,480,6062,2,Erkrath
Erkrath, ,40699,480,6064,2,Erkrath
Erkrath, ,40699,480,6065,2,Erkrath
Erkrath, ,40699,480,6066,2,Erkrath
Erkrath, ,40699,470,6068,2,Erkrath
Erkrath, ,40699,470,6069,2,Erkrath
Erkrath, ,40699,470,6070,2,Erkrath
Erkrath, ,40699,480,6071,2,Erkrath
Erkrath, ,40699,490,6072,2,Erkrath
Erkrath, ,40699,470,6003,5,Erkrath
Erkrath, ,40699,470,6004,5,Erkrath
Erkrath, ,40699,470,6006,5,Erkrath
Erkrath, ,40699,470,6009,5,Erkrath
Erkrath, ,40699,500,6011,5,Erkrath
Erkrath, ,40699,470,6015,5,Erkrath
Erkrath, ,40699,470,6020,5,Erkrath
Erkrath, ,40699,490,6023,5,Erkrath
Erkrath, ,40699,490,6025,5,Erkrath
Erkrath, ,40699,450,6036,5,Erkrath
Erkrath, ,40699,490,6037,5,Erkrath
Erkrath, ,40699,470,6043,5,Erkrath
Erkrath, ,40699,540,6046,5,Erkrath
Erkrath, ,40699,570,6047,5,Erkrath
Erkrath, ,40699,510,6048,5,Erkrath
Erkrath, ,40699,510,6050,5,Erkrath
Erkrath, ,40699,490,6052,5,Erkrath
Erkrath, ,40699,480,6055,5,Erkrath
Erkrath, ,40699,490,6060,5,Erkrath
Erkrath, ,40699,490,6063,5,Erkrath
Erkrath, ,40699,490,6067,5,Erkrath
Erkrath, ,40699,450,6073,5,Erkrath
Erkrath, ,40699,440,6901,5,Erkrath
Erkrath, ,40699,480,6902,5,Erkrath
Erkrath, ,40699,470,6903,5,Erkrath
Erkrath, ,40699,560,6904,5,Erkrath
Erkrath, ,40699,480,6905,5,Erkrath
Erkrath, ,40699,510,6906,5,Erkrath
Erkrath, ,40699,670,6907,5,Erkrath
Erkrath, ,40699,530,6908,5,Erkrath
Erkrath, ,40699,470,6074,5,Erkrath
Mettmann, ,40822,430,5001,2,Mettmann
Mettmann, ,40822,560,5002,2,Mettmann
Mettmann, ,40822,530,5003,2,Mettmann
Mettmann, ,40822,590,5005,2,Mettmann
Mettmann, ,40822,530,5006,2,Mettmann
Mettmann, ,40822,570,5007,2,Mettmann
Mettmann, ,40822,530,5008,2,Mettmann
Mettmann, ,40822,550,5010,2,Mettmann
Mettmann, ,40822,530,5011,2,Mettmann
Mettmann, ,40822,540,5012,2,Mettmann
Mettmann, ,40822,540,5013,2,Mettmann
Mettmann, ,40822,580,5014,2,Mettmann
Mettmann, ,40822,570,5015,2,Mettmann
Mettmann, ,40822,530,5016,2,Mettmann
Mettmann, ,40822,530,5017,2,Mettmann
Mettmann, ,40822,510,5018,2,Mettmann
Mettmann, ,40822,510,5020,2,Mettmann
Mettmann, ,40822,490,5021,2,Mettmann
Mettmann, ,40822,520,5024,2,Mettmann
Mettmann, ,40822,510,5025,2,Mettmann
Mettmann, ,40822,480,5027,2,Mettmann
Mettmann, ,40822,510,5028,2,Mettmann
Mettmann, ,40822,540,5029,2,Mettmann
Mettmann, ,40822,520,5030,2,Mettmann
Mettmann, ,40822,520,5031,2,Mettmann
Mettmann, ,40822,520,5032,2,Mettmann
Mettmann, ,40822,510,5034,2,Mettmann
Mettmann, ,40822,510,5035,2,Mettmann
Mettmann, ,40822,540,5036,2,Mettmann
Mettmann, ,40822,520,5038,2,Mettmann
Mettmann, ,40822,500,5039,2,Mettmann
Mettmann, ,40822,570,5040,2,Mettmann
Mettmann, ,40822,540,5041,2,Mettmann
Mettmann, ,40822,570,5042,2,Mettmann
Mettmann, ,40822,540,5043,2,Mettmann
Mettmann, ,40822,570,5044,2,Mettmann
Mettmann, ,40822,510,5045,2,Mettmann
Mettmann, ,40822,520,5046,2,Mettmann
Mettmann, ,40822,520,5048,2,Mettmann
Mettmann, ,40822,530,5049,2,Mettmann
Mettmann, ,40822,510,5052,2,Mettmann
Mettmann, ,40822,570,5053,2,Mettmann
Mettmann, ,40822,510,5055,2,Mettmann
Mettmann, ,40822,520,5057,2,Mettmann
Mettmann, ,40822,470,5059,2,Mettmann
Mettmann, ,40822,510,5060,2,Mettmann
Mettmann, ,40822,540,5062,2,Mettmann
Mettmann, ,40822,520,5063,2,Mettmann
Mettmann, ,40822,530,5065,2,Mettmann
Mettmann, ,40822,530,5066,2,Mettmann
Mettmann, ,40822,530,5067,2,Mettmann
Mettmann, ,40822,460,5068,2,Mettmann
Mettmann, ,40822,570,5069,2,Mettmann
Mettmann, ,40822,570,5070,2,Mettmann
Mettmann, ,40822,510,5004,5,Mettmann
Mettmann, ,40822,510,5009,5,Mettmann
Mettmann, ,40822,470,5019,5,Mettmann
Mettmann, ,40822,470,5022,5,Mettmann
Mettmann, ,40822,520,5023,5,Mettmann
Mettmann, ,40822,480,5026,5,Mettmann
Mettmann, ,40822,480,5033,5,Mettmann
Mettmann, ,40822,490,5037,5,Mettmann
Mettmann, ,40822,520,5047,5,Mettmann
Mettmann, ,40822,480,5050,5,Mettmann
Mettmann, ,40822,470,5051,5,Mettmann
Mettmann, ,40822,490,5054,5,Mettmann
Mettmann, ,40822,470,5056,5,Mettmann
Mettmann, ,40822,490,5058,5,Mettmann
Mettmann, ,40822,530,5061,5,Mettmann
Mettmann, ,40822,470,5064,5,Mettmann
Mettmann, ,40822,480,5901,5,Mettmann
Mettmann, ,40822,440,5902,5,Mettmann
Mettmann, ,40822,460,5903,5,Mettmann
Mettmann, ,40822,490,5904,5,Mettmann
Mettmann, ,40822,480,5905,5,Mettmann
Mettmann, ,40822,520,5906,5,Mettmann
Mettmann, ,40822,620,5907,5,Mettmann
Mettmann, ,40822,650,5908,5,Mettmann
Mettmann, ,40822,460,5909,5,Mettmann
Mettmann, ,40822,530,5910,5,Mettmann
Mettmann, ,40822,570,5911,5,Mettmann
Mettmann, ,40822,490,5912,5,Mettmann
Mettmann, ,40822,550,5913,5,Mettmann
Mettmann, ,40822,480,5914,5,Mettmann
Mettmann, ,40822,490,5915,5,Mettmann
Mettmann, ,40822,470,5916,5,Mettmann
Mettmann, ,40822,410,5917,5,Mettmann
Monheim am Rhein, ,40789,580,2001,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2002,2,Monheim am Rhein
Monheim am Rhein, ,40789,590,2004,2,Monheim am Rhein
Monheim am Rhein, ,40789,600,2005,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2006,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2007,2,Monheim am Rhein
Monheim am Rhein, ,40789,600,2008,2,Monheim am Rhein
Monheim am Rhein, ,40789,590,2009,2,Monheim am Rhein
Monheim am Rhein, ,40789,590,2010,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2012,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2013,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2014,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2016,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2017,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2018,2,Monheim am Rhein
Monheim am Rhein, ,40789,590,2020,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2021,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2023,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2025,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2027,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2028,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2029,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2030,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2033,2,Monheim am Rhein
Monheim am Rhein, ,40789,540,2036,2,Monheim am Rhein
Monheim am Rhein, ,40789,560,2038,2,Monheim am Rhein
Monheim am Rhein, ,40789,580,2041,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2042,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2043,2,Monheim am Rhein
Monheim am Rhein, ,40789,540,2044,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2045,2,Monheim am Rhein
Monheim am Rhein, ,40789,550,2046,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2047,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2048,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2049,2,Monheim am Rhein
Monheim am Rhein, ,40789,570,2003,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2011,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2015,5,Monheim am Rhein
Monheim am Rhein, ,40789,560,2019,5,Monheim am Rhein
Monheim am Rhein, ,40789,560,2022,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2024,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2026,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2031,5,Monheim am Rhein
Monheim am Rhein, ,40789,560,2032,5,Monheim am Rhein
Monheim am Rhein, ,40789,560,2034,5,Monheim am Rhein
Monheim am Rhein, ,40789,540,2035,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2037,5,Monheim am Rhein
Monheim am Rhein, ,40789,560,2039,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2040,5,Monheim am Rhein
Monheim am Rhein, ,40789,540,2901,5,Monheim am Rhein
Monheim am Rhein, ,40789,550,2902,5,Monheim am Rhein
Monheim am Rhein, ,40789,500,2903,5,Monheim am Rhein
Monheim am Rhein, ,40789,610,2904,5,Monheim am Rhein
Monheim am Rhein, ,40789,720,2905,5,Monheim am Rhein
Monheim am Rhein, ,40789,540,2906,5,Monheim am Rhein
Monheim am Rhein, ,40789,460,2907,5,Monheim am Rhein
Monheim am Rhein, ,40789,470,2908,5,Monheim am Rhein
Dormagen,Horrem,41539,450,5007,2,Dormagen
Dormagen,St. Peter,41541,235,5201,2,Dormagen
Dormagen,Hackenbroich,41540,320,5252,2,Dormagen
Dormagen,Hackenbroich,41540,320,5253,2,Dormagen
Dormagen,Hackhausen,41540,330,5257,2,Dormagen
Dormagen,Hackhausen,41540,330,5258,2,Dormagen
Dormagen,Nievenheim,41542,320,5351,2,Dormagen
Dormagen,Broich,41542,250,5652,2,Dormagen
Dormagen,Broich,41542,250,5656,2,Dormagen
Dormagen,Stadt Zons,41541,450,5151,2,Dormagen
Dormagen,Nievenheim,41542,530,5360,2,Dormagen
Dormagen,"Horrem, Mitte",41539,470,5015,2,Dormagen
Dormagen,Delhoven,41540,170,5454,2,Dormagen
Dormagen,Stürzelberg,41540,500,5604,2,Dormagen
Dormagen,Mitte,41539,510,5018,2,Dormagen
Dormagen,Mitte,41539,470,5019,2,Dormagen
Dormagen,Rheinfeld,41539,410,5104,2,Dormagen
Dormagen,"Horrem, Mitte",41539,450,5020,2,Dormagen
Dormagen,"Horrem, Mitte",41540,360,5021,2,Dormagen
Dormagen,Hackenbroich,41540,350,5263,2,Dormagen
Dormagen,Hackenbroich,41540,400,5264,2,Dormagen
Dormagen,Delhoven,41540,450,5455,2,Dormagen
Dormagen,Gohr,41542,270,5655,2,Dormagen
Dormagen,Delrath,41542,380,5405,2,Dormagen
Dormagen,Stürzelberg,41541,430,5605,2,Dormagen
Dormagen,Stadt Zons,41541,480,5154,2,Dormagen
Dormagen,"Nievenheim, Ückerath",41542,470,5363,2,Dormagen
Dormagen,Straberg,41542,340,5506,2,Dormagen
Dormagen,Mitte,41539,700,5002,5,Dormagen
Dormagen,Hackenbroich,41540,370,5254,5,Dormagen
Dormagen,"Nievenheim, Ückerath",41542,430,5362,5,Dormagen
Kaarst,Kaarst,41564,500,2008,2,Kaarst
Kaarst,Kaarst,41564,490,2016,2,Kaarst
Kaarst,Kaarst,41564,550,2021,2,Kaarst
Kaarst,Kaarst,41564,575,2026,2,Kaarst
Kaarst,Kaarst,41564,500,2050,2,Kaarst
Kaarst,Holzbüttgen,41564,480,2110,2,Kaarst
Kaarst,Holzbüttgen,41564,420,2111,2,Kaarst
Kaarst,Vorst,41564,470,2404,2,Kaarst
Kaarst,Vorst,41564,470,2406,2,Kaarst
Kaarst,Holzbüttgen,41564,440,2127,2,Kaarst
Kaarst,Kaarst,41564,525,2082,2,Kaarst
Kaarst,Kaarst,41564,525,2086,2,Kaarst
Kaarst,Kaarst,41564,525,2090,2,Kaarst
Kaarst,Driesch,41564,430,2305,2,Kaarst
Kaarst,Kaarst,41564,440,2096,2,Kaarst
Kaarst,Büttgen,41564,500,2237,2,Kaarst
Kaarst,Kaarst,41564,500,2097,2,Kaarst
Kaarst,Holzbüttgen,41564,410,2129,2,Kaarst
Kaarst,Holzbüttgen,41564,440,2130,2,Kaarst
Kaarst,Vorst,40667,440,2414,2,Kaarst
Kaarst,Holzbüttgen,41564,480,2131,2,Kaarst
Kaarst,Kaarst,41564,550,2099,2,Kaarst
Kaarst,Kaarst,41564,525,2093,2,Kaarst
Kaarst,Büttgen,41564,460,2202,2,Kaarst
Kaarst,Büttgen,41564,525,2227,2,Kaarst
Kaarst,Büttgen,41564,500,2207,2,Kaarst
Kaarst,Büttgen,41564,500,2238,2,Kaarst
Kaarst,Büttgen,41564,525,2235,2,Kaarst
Kaarst,Kaarst,41564,550,2020,5,Kaarst
Kaarst,Kaarst,41564,550,2023,5,Kaarst
Kaarst,Kaarst,41564,600,2027,5,Kaarst
Kaarst,Kaarst,41564,525,2028,5,Kaarst
Kaarst,Kaarst,41564,750,2029,5,Kaarst
Kaarst,Kaarst,41564,625,2030,5,Kaarst
Kaarst,Kaarst,41564,625,2031,5,Kaarst
Kaarst,Kaarst,41564,575,2032,5,Kaarst
Kaarst,Kaarst,41564,550,2034,5,Kaarst
Kaarst,Kaarst,41564,575,2048,5,Kaarst
Kaarst,Holzbüttgen,41564,525,2106,5,Kaarst
Kaarst,Holzbüttgen,41564,525,2109,5,Kaarst
Kaarst,Büttgen,41564,550,2210,5,Kaarst
Kaarst,Vorst,41564,490,2405,5,Kaarst
Kaarst,Kaarst,41564,550,2085,5,Kaarst
Kaarst,Kaarst,41564,460,2087,5,Kaarst
Kaarst,Kaarst,41564,500,2095,5,Kaarst
Kaarst,Kaarst,41564,525,2098,5,Kaarst
Kaarst,Kaarst,41564,525,2094,5,Kaarst
Kaarst,Büttgen,41564,550,2236,5,Kaarst
