Wohnquartier;unter_6_Jahren;6_bis_unter_10_jahre;10_bis_unter_18_jahre;18_bis_unter_25_jahre;25_bis_unter_30_jahre;30_bis_unter_50_jahre;50_bis_unter_65_jahre;65_bis unter_75_jahre;75_jahre_und_aelter
23004;134;54;92;141;297;936;505;240;281
23005;267;138;206;211;284;1304;655;297;431
23006;156;76;146;184;339;1138;537;233;277
23007;125;71;97;95;174;761;425;178;214
23008;140;55;113;108;132;687;436;195;186
23009;104;50;116;88;93;554;372;195;299
23010;157;82;185;97;84;662;481;222;331
23011;119;88;181;98;97;639;446;253;260
23012;161;109;210;156;186;781;365;110;118
31001;96;36;69;138;270;707;296;130;116
31002;79;44;92;215;302;675;228;97;63
31003;88;42;73;173;302;642;306;138;144
31004;98;49;97;189;304;697;328;153;120
31005;115;52;101;201;339;942;400;166;179
31006;86;32;84;214;352;799;334;123;144
31007;71;34;59;124;213;557;294;92;114
31008;119;50;75;167;239;763;301;105;118
31009;53;20;64;169;267;539;254;66;73
31010;126;67;101;238;419;966;427;156;124
32001;96;40;56;112;214;774;383;153;148
32002;68;30;56;95;175;634;322;130;105
32003;161;67;123;136;266;980;484;208;311
32004;85;48;64;112;189;698;368;153;115
32005;126;33;87;139;289;906;414;182;180
32006;84;50;67;73;157;557;337;136;132
32007;105;62;82;96;183;716;369;130;142
32008;120;41;84;191;267;853;360;149;177
32009;192;71;112;170;365;1216;576;198;235
33001;;;;6;7;27;46;9;12
33002;;;;;;;;;
34001;;;;;;;;;
34002;191;92;138;151;179;924;592;202;177
34003;162;54;75;75;123;669;397;139;107
34004;;;;10;3;4;7;;5
34005;;;;3;3;11;6;;
35001;101;68;107;132;183;708;565;250;262
35002;;;;3;;3;4;;3
36001;153;61;114;144;141;586;388;177;214
36002;130;75;81;114;211;868;368;153;165
36003;96;43;92;96;152;613;443;201;287
36004;84;33;68;126;246;684;411;177;214
36005;87;35;80;128;187;643;395;175;183
36006;89;52;56;138;225;621;305;122;127
36007;165;49;79;157;234;851;269;122;90
36008;97;46;98;163;268;738;334;138;127
36009;161;65;115;297;398;903;472;208;214
36010;87;38;48;135;281;646;305;127;136
36011;156;79;175;154;170;715;377;126;99
36012;86;45;53;261;213;391;192;90;241
36013;101;33;58;806;394;955;281;94;120
36014;;;;;;11;3;;
36015;80;50;97;84;89;352;381;208;249
36016;58;31;47;68;58;315;310;169;153
36017;84;55;107;126;118;459;412;186;297
36018;71;49;114;184;200;493;374;113;90
36019;101;64;104;152;132;558;398;160;166
36020;94;35;69;196;218;585;309;157;317
36021;78;46;83;479;272;410;180;66;107
36022;97;46;58;289;202;555;306;114;114
37001;147;86;132;181;270;794;425;169;162
37002;56;31;52;87;140;395;207;63;45
37003;112;76;117;204;281;712;452;195;168
37004;149;81;150;260;288;793;452;186;235
37005;92;53;81;181;317;693;376;127;157
37006;109;50;89;210;330;822;341;133;135
37007;108;62;106;232;305;733;327;136;123
37008;150;86;186;294;339;830;460;194;210
37009;103;69;100;137;244;644;346;131;156
37010;155;89;158;175;189;720;388;179;217
37011;55;38;106;168;202;451;247;114;122
37012;133;86;209;245;212;688;388;162;96
37013;142;80;165;230;267;740;344;166;86
37014;0;0;0;;;;12;5;
37015;103;54;127;160;117;511;334;163;141
37016;48;32;55;52;44;246;259;115;106
38001;145;89;124;113;213;867;616;290;269
38002;;;;;;;;;
41001;89;50;71;58;40;377;195;117;129
41002;129;79;139;66;108;673;392;170;258
41003;179;87;140;82;117;840;388;137;123
41004;186;94;129;105;161;922;561;264;271
41005;124;64;133;85;152;787;479;246;286
41006;85;43;81;53;86;450;303;157;195
41007;138;71;149;122;137;771;599;244;302
41008;152;81;134;79;119;710;498;245;269
41009;140;78;144;91;88;701;546;268;311
41010;;;;;;;;;
42001;108;84;161;104;69;493;307;97;68
42002;124;57;102;168;163;527;258;109;66
42003;144;98;138;125;150;560;436;236;325
42004;32;27;53;63;51;264;182;63;53
42005;112;68;93;114;183;629;464;241;248
42006;138;61;104;83;106;604;435;209;282
42007;;;;;;;;;
42008;152;88;79;56;102;666;203;62;38
43001;;;;;;;6;;
43002;27;20;36;22;23;138;154;25;47
43003;90;78;144;93;77;452;380;209;280
43004;71;39;97;73;58;366;141;28;38
43005;126;86;133;95;94;640;521;268;851
43006;77;41;81;60;157;645;246;90;157
44001;97;102;144;64;30;375;285;109;122
44002;197;147;192;84;76;862;458;242;294
44003;62;42;81;47;45;315;274;119;152
44004;65;36;49;52;49;311;222;115;168
44005;;;;;;;;;
51001;;;;;;;;;
51002;;;;;;;3;;
51003;25;43;86;54;26;188;183;90;171
51004;113;83;192;181;104;612;567;257;461
51005;53;62;125;99;59;284;319;144;175
51006;32;15;40;41;48;248;168;92;144
52001;;;;;;;;;
52002;93;78;225;171;77;462;457;101;110
52003;99;67;181;187;150;553;593;246;276
52004;;;;;;;;;
53001;;;;;;;;;
53002;54;36;90;46;27;214;218;109;97
53003;61;61;111;74;43;344;319;159;225
53004;56;36;88;38;53;270;222;124;238
53005;99;82;210;139;80;485;392;197;222
53006;119;115;270;187;132;720;619;247;338
54001;;;;;;;;;
54002;81;96;223;110;54;422;467;225;273
54003;158;128;291;185;86;675;613;301;401
54004;106;120;288;136;51;532;325;62;28
54005;133;91;277;117;48;568;379;71;54
55001;;;13;8;3;24;12;5;13
55002;163;139;232;140;82;647;553;217;223
55003;134;116;187;110;79;565;587;297;366
55004;114;63;103;124;95;444;312;179;233
55005;;;0;;;;4;;
55006;;;6;;;11;8;;4
56001;98;105;167;111;71;440;448;209;285
56002;;;10;5;;21;17;;3
61001;40;22;34;61;31;80;34;3;
61002;179;115;258;284;167;627;675;252;172
61003;170;158;240;177;117;523;332;165;140
61004;46;31;57;57;48;218;285;146;182
62001;;;;;;;;;
62002;144;78;163;222;216;959;886;414;459
62003;117;80;180;124;120;460;338;121;193
62004;46;26;54;42;20;171;168;102;103
62005;91;62;131;85;75;359;437;222;234
62006;130;94;196;178;84;568;575;201;252
62007;108;85;125;131;106;565;550;189;306
62008;201;112;205;233;318;1035;802;354;375
62009;127;59;167;167;165;626;522;199;249
62010;202;126;233;279;283;1069;890;377;492
63001;69;38;84;81;76;337;297;118;148
63002;70;62;157;119;53;320;184;62;77
63003;144;88;122;125;134;498;304;123;132
63004;286;172;259;207;244;903;466;226;313
63005;84;59;118;129;110;392;301;116;113
63006;139;71;163;194;182;583;410;132;181
63007;52;55;76;54;65;259;246;145;128
63008;54;44;85;48;61;295;218;122;125
63009;115;73;109;109;135;602;402;199;199
63010;92;58;111;107;96;474;370;219;172
63011;101;44;99;91;77;368;382;177;254
63012;5;7;9;10;3;36;35;9;11
63013;135;85;180;180;171;553;340;113;96
63014;27;15;30;40;43;104;107;23;21
64001;;;;;;3;5;;4
64002;153;110;226;201;197;744;501;234;167
64003;52;31;106;86;62;264;212;76;43
64004;165;104;236;208;226;801;683;320;312
64005;134;75;135;145;178;608;392;174;167
64006;219;128;196;184;143;876;586;312;405
64007;592;315;311;176;263;1677;557;225;248
64008;131;74;145;165;174;609;430;209;229
71001;89;81;149;80;85;407;494;206;271
71002;107;71;170;136;114;619;532;338;284
71003;207;124;252;226;190;909;876;388;428
71004;120;103;182;155;122;521;529;263;311
71005;122;97;166;154;129;604;634;273;308
71006;73;54;129;107;82;360;401;148;141
71007;203;103;176;117;119;602;252;88;82
71008;76;67;136;170;71;460;468;186;203
71009;112;76;114;138;159;552;509;214;229
71010;82;34;120;107;116;408;502;219;256
71011;80;53;92;141;133;468;457;186;227
71012;26;21;44;43;36;152;188;91;183
71013;;;;;5;13;27;13;15
71014;;;;;;;;;
71015;134;115;254;219;183;721;586;240;241
71016;137;93;210;238;153;665;550;225;282
72001;118;59;102;88;71;444;367;186;199
72002;117;60;117;116;180;724;454;238;240
72003;99;44;104;103;138;573;456;218;210
73001;65;40;101;132;110;406;286;160;281
73002;225;67;80;62;93;813;388;104;110
73003;171;126;197;140;107;546;513;241;303
73004;44;29;42;38;35;183;177;93;106
73005;77;46;128;105;57;353;417;207;230
74001;17;16;32;31;13;85;149;54;66
74002;59;44;89;80;40;268;317;122;130
75001;170;114;191;114;71;584;440;175;238
81001;118;67;143;205;245;551;354;116;129
81002;85;50;94;122;125;437;423;174;200
81003;80;45;103;115;99;382;308;150;170
81004;259;181;330;339;342;1070;705;316;215
81005;109;86;158;169;154;618;418;207;268
82001;165;95;212;238;246;988;668;291;340
82002;121;99;157;137;109;462;320;130;212
82003;150;106;186;152;133;572;317;167;156
82004;78;66;109;116;124;418;458;219;212
82005;67;37;56;62;51;237;210;112;117
82006;80;55;108;107;85;384;388;170;200
82007;;;;;;;;;
82008;;;;;;;6;;
82009;179;111;200;209;184;772;602;277;441
82010;141;81;150;207;217;643;476;182;150
82011;140;75;117;181;188;666;545;222;240
82012;153;91;147;151;170;582;459;168;211
82013;172;82;160;207;251;797;635;247;307
82014;141;86;190;225;236;847;600;287;296
82015;80;67;128;129;104;457;373;161;186
82016;79;58;107;105;111;333;227;88;235
82017;106;80;165;152;99;461;492;185;171
83001;107;74;159;185;126;582;696;309;335
83002;125;82;112;98;79;515;508;211;230
83003;92;68;160;142;120;509;539;298;333
83004;197;122;169;105;95;583;314;138;167
83005;86;63;150;109;102;398;493;218;295
83006;;;;;;;;;
84001;110;87;142;95;82;475;463;252;212
84002;188;102;176;165;165;877;765;390;413
84003;143;99;176;110;108;699;588;257;379
84004;;;;;;4;5;;
91001;110;52;104;130;143;530;417;235;272
91002;130;87;140;149;122;511;478;257;317
91003;170;119;303;250;184;790;828;293;439
91004;170;91;146;311;359;965;702;306;303
91005;92;50;106;327;166;492;439;190;97
91006;119;83;214;186;152;560;620;187;211
91007;97;43;94;186;197;500;378;170;200
91008;146;81;158;177;175;641;604;225;304
91009;145;78;188;178;207;751;535;232;356
91010;256;198;367;322;259;833;592;238;197
91011;90;50;112;181;110;468;424;184;180
92001;162;158;161;63;70;710;396;179;153
92002;;;;;;;3;;
93001;87;45;134;123;94;388;483;172;285
93002;130;105;191;156;112;563;451;178;187
93003;176;109;191;177;190;645;501;203;238
93004;179;118;212;206;167;690;499;204;169
93005;82;77;104;73;52;250;147;52;35
93006;149;96;203;250;259;811;527;199;224
93007;;;;;;3;;;
93008;32;18;57;54;39;127;93;34;39
93009;;;;;;;;;
94001;28;22;59;36;29;129;75;20;30
94002;;;;;;;;;
94003;191;138;231;301;221;904;753;244;310
95001;6;5;32;39;31;49;16;;
95002;152;72;109;117;185;794;467;172;215
95003;171;95;182;138;171;743;491;202;251
95004;186;104;185;205;211;965;662;269;413
95005;165;102;191;199;154;719;533;206;243
95006;;;;;;;;;
95007;;;;;;;;;
95008;53;35;57;56;35;277;279;193;176
95009;98;68;166;120;65;423;474;225;314
95010;67;40;88;103;109;362;277;122;155
95011;95;66;119;117;100;476;388;178;156
96001;66;66;119;53;28;310;303;199;418
96002;65;47;88;38;35;170;123;47;57
96003;96;71;134;103;75;492;499;216;253
96004;85;72;126;129;110;448;560;208;289
96005;94;63;141;97;66;345;454;213;244
96006;150;111;235;196;119;716;561;256;357
96007;;;3;;;6;4;;
97001;148;136;222;133;83;635;513;186;339
97002;0;0;0;0;0;0;0;0;0
98001;42;22;42;82;58;205;177;88;68
98002;227;160;285;202;168;634;309;111;167
98003;184;147;238;184;128;502;241;79;80
98004;123;76;127;141;116;575;448;228;194
98005;129;86;154;127;122;503;453;199;162
98006;107;56;120;188;166;628;612;225;246
98007;164;111;220;191;127;618;648;352;366
98008;117;63;109;120;133;437;288;155;147
98009;118;68;163;178;132;594;638;278;341
98010;4;;4;;;11;17;16;87
101001;60;48;107;62;42;158;96;21;14
101002;99;61;129;135;74;352;350;121;179
101003;62;52;100;116;65;298;377;145;195
101004;202;165;293;231;176;768;655;225;367
101005;136;81;157;143;94;477;436;137;296
101006;153;101;193;144;108;470;392;174;309
101007;;;;;;;;;
101008;101;60;155;148;122;406;419;143;291
101009;183;133;213;152;122;523;360;190;226
101010;247;154;268;181;161;587;343;133;180
101011;104;63;154;129;96;390;466;173;348
101012;18;5;26;25;18;67;120;54;51
101013;;;;;;;;;
101014;;;;;;;;;
102001;41;29;79;54;42;209;199;139;185
102002;99;67;155;156;133;491;847;257;164
102003;122;88;175;172;95;548;616;337;216
102004;22;12;25;23;19;43;18;;
